aircraft_id,model,manufacturer,capacity,manufacture_year,status,airline
AC00460,A321neo,Airbus,244,2024,Active,AtlanticJet
AC00461,A350-900,Airbus,325,2006,Maintenance,SkyBridge
AC00462,A321neo,Airbus,244,2012,Maintenance,PacificAero
AC00463,A320neo,Airbus,186,2019,Active,PacificAero
AC00464,B787-9,Boeing,296,2014,Maintenance,GlobalWings
AC00465,A320neo,Airbus,186,2023,Maintenance,NovaAir
AC00466,A320neo,Airbus,186,2017,Retired,PacificAero
AC00467,A350-900,Airbus,325,2010,Active,PacificAero
AC00468,B787-9,Boeing,296,2013,Active,AtlanticJet
AC00469,A350-900,Airbus,325,2016,Retired,AeroSky
AC00470,A321neo,Airbus,244,2021,Active,SkyBridge
AC00471,B737-800,Boeing,189,2010,Active,NovaAir
AC00472,E190,Embraer,114,2009,Maintenance,AeroSky
AC00473,B787-9,Boeing,296,2019,Active,AeroSky
AC00474,A350-900,Airbus,325,2006,Maintenance,PacificAero
AC00475,A320neo,Airbus,186,2012,Maintenance,AeroSky
AC00476,A320neo,Airbus,186,2012,Active,SkyBridge
AC00477,B737-800,Boeing,189,2025,Active,GlobalWings
AC00478,B787-9,Boeing,296,2006,Active,NovaAir
AC00479,A321neo,Airbus,244,2009,Maintenance,NovaAir
AC00480,E190,Embraer,114,2005,Active,AeroSky
AC00481,A320neo,Airbus,186,2011,Active,PacificAero
AC00482,A321neo,Airbus,244,2024,Retired,NovaAir
AC00483,B737-800,Boeing,189,2014,Active,SkyBridge
AC00484,B737-800,Boeing,189,2006,Active,NovaAir
AC00485,A321neo,Airbus,244,2024,Maintenance,AeroSky
AC00486,B737-800,Boeing,189,2020,Retired,PacificAero
AC00487,B737-800,Boeing,189,2025,Retired,PacificAero
AC00488,B787-9,Boeing,296,2009,Active,NovaAir
AC00489,B737-800,Boeing,189,2024,Active,GlobalWings
AC00490,E190,Embraer,114,2018,Active,AtlanticJet
AC00491,A321neo,Airbus,244,2007,Retired,SkyBridge
AC00492,B737-800,Boeing,189,2021,Retired,PacificAero
AC00493,E190,Embraer,114,2022,Active,NovaAir
AC00494,A350-900,Airbus,325,2006,Maintenance,SkyBridge
AC00495,A320neo,Airbus,186,2005,Active,AeroSky
AC00496,A320neo,Airbus,186,2012,Active,PacificAero
AC00497,A321neo,Airbus,244,2015,Active,AeroSky
AC00498,A320neo,Airbus,186,2022,Active,AtlanticJet
AC00499,B787-9,Boeing,296,2019,Maintenance,AtlanticJet
AC00500,B787-9,Boeing,296,2009,Active,AtlanticJet
AC00501,A350-900,Airbus,325,2006,Active,GlobalWings
AC00502,B737-800,Boeing,189,2011,Active,SkyBridge
AC00503,A320neo,Airbus,186,2021,Maintenance,PacificAero
AC00504,A350-900,Airbus,325,2013,Active,AtlanticJet
AC00505,B787-9,Boeing,296,2014,Active,AeroSky
AC00506,A321neo,Airbus,244,2015,Active,AeroSky
AC00507,A320neo,Airbus,186,2018,Maintenance,AtlanticJet
AC00508,A350-900,Airbus,325,2017,Active,GlobalWings
AC00509,A350-900,Airbus,325,2020,Active,PacificAero
AC00510,A320neo,Airbus,186,2007,Maintenance,AeroSky
AC00511,A350-900,Airbus,325,2024,Active,PacificAero
AC00512,A320neo,Airbus,186,2015,Active,AeroSky
AC00513,A320neo,Airbus,186,2014,Active,NovaAir
AC00514,E190,Embraer,114,2018,Active,AtlanticJet
AC00515,A350-900,Airbus,325,2016,Maintenance,AeroSky
AC00516,A321neo,Airbus,244,2016,Retired,NovaAir
AC00517,A320neo,Airbus,186,2025,Active,AeroSky
AC00518,A321neo,Airbus,244,2025,Maintenance,SkyBridge
AC00519,E190,Embraer,114,2010,Active,GlobalWings
AC00520,E190,Embraer,114,2019,Active,GlobalWings
AC00521,B737-800,Boeing,189,2012,Active,SkyBridge
AC00522,A350-900,Airbus,325,2023,Active,PacificAero
AC00523,B787-9,Boeing,296,2019,Active,SkyBridge
AC00524,A350-900,Airbus,325,2007,Retired,GlobalWings
AC00525,E190,Embraer,114,2016,Maintenance,SkyBridge
AC00526,A321neo,Airbus,244,2013,Active,AeroSky
AC00527,B737-800,Boeing,189,2010,Maintenance,PacificAero
AC00528,A350-900,Airbus,325,2022,Active,SkyBridge
AC00529,A320neo,Airbus,186,2019,Active,PacificAero
AC00530,A320neo,Airbus,186,2020,Active,AeroSky
AC00531,B787-9,Boeing,296,2007,Maintenance,GlobalWings
AC00532,A321neo,Airbus,244,2019,Active,AtlanticJet
AC00533,A320neo,Airbus,186,2016,Active,PacificAero
AC00534,E190,Embraer,114,2014,Active,GlobalWings
AC00535,A321neo,Airbus,244,2025,Active,SkyBridge
AC00536,E190,Embraer,114,2012,Active,GlobalWings
AC00537,B787-9,Boeing,296,2012,Maintenance,AeroSky
AC00538,A320neo,Airbus,186,2022,Retired,SkyBridge
AC00539,A350-900,Airbus,325,2022,Active,PacificAero
AC00540,B737-800,Boeing,189,2007,Active,NovaAir
AC00541,A321neo,Airbus,244,2020,Retired,NovaAir
AC00542,A350-900,Airbus,325,2023,Active,GlobalWings
AC00543,A320neo,Airbus,186,2025,Active,NovaAir
AC00544,A350-900,Airbus,325,2021,Active,GlobalWings
AC00545,E190,Embraer,114,2025,Retired,GlobalWings
AC00546,B787-9,Boeing,296,2018,Retired,AeroSky
AC00547,B737-800,Boeing,189,2021,Active,SkyBridge
AC00548,B787-9,Boeing,296,2010,Active,AtlanticJet
AC00549,B787-9,Boeing,296,2016,Retired,SkyBridge
AC00550,B737-800,Boeing,189,2013,Active,AtlanticJet
AC00551,E190,Embraer,114,2013,Active,AtlanticJet
AC00552,A320neo,Airbus,186,2024,Retired,AeroSky
AC00553,E190,Embraer,114,2025,Active,PacificAero
AC00554,E190,Embraer,114,2009,Active,AtlanticJet
AC00555,E190,Embraer,114,2024,Active,PacificAero
AC00556,B737-800,Boeing,189,2005,Active,AeroSky
AC00557,A321neo,Airbus,244,2023,Active,AtlanticJet
AC00558,B787-9,Boeing,296,2023,Maintenance,PacificAero
AC00559,A321neo,Airbus,244,2005,Maintenance,AtlanticJet
AC00560,E190,Embraer,114,2014,Active,NovaAir
AC00561,B787-9,Boeing,296,2017,Active,NovaAir
AC00562,B737-800,Boeing,189,2006,Active,NovaAir
AC00563,A350-900,Airbus,325,2020,Maintenance,GlobalWings
AC00564,A320neo,Airbus,186,2024,Active,SkyBridge
AC00565,A321neo,Airbus,244,2015,Active,NovaAir
AC00566,B787-9,Boeing,296,2016,Retired,PacificAero
AC00567,B737-800,Boeing,189,2015,Active,NovaAir
AC00568,B737-800,Boeing,189,2013,Maintenance,GlobalWings
AC00569,B787-9,Boeing,296,2008,Active,SkyBridge
AC00570,A350-900,Airbus,325,2024,Maintenance,GlobalWings
AC00571,B787-9,Boeing,296,2015,Retired,AtlanticJet
AC00572,A320neo,Airbus,186,2011,Active,NovaAir
AC00573,E190,Embraer,114,2019,Maintenance,SkyBridge
AC00574,A350-900,Airbus,325,2005,Active,NovaAir
AC00575,E190,Embraer,114,2019,Active,GlobalWings
AC00576,E190,Embraer,114,2016,Active,AeroSky
AC00577,A320neo,Airbus,186,2020,Retired,AtlanticJet
AC00578,A321neo,Airbus,244,2020,Active,PacificAero
AC00579,B737-800,Boeing,189,2008,Maintenance,GlobalWings
AC00580,A320neo,Airbus,186,2016,Maintenance,SkyBridge
AC00581,B737-800,Boeing,189,2017,Active,PacificAero
AC00582,E190,Embraer,114,2011,Active,PacificAero
AC00583,A320neo,Airbus,186,2007,Maintenance,PacificAero
AC00584,A350-900,Airbus,325,2022,Active,PacificAero
AC00585,A321neo,Airbus,244,2024,Active,GlobalWings
AC00586,B737-800,Boeing,189,2017,Active,SkyBridge
AC00587,E190,Embraer,114,2016,Active,GlobalWings
AC00588,E190,Embraer,114,2021,Maintenance,PacificAero
AC00589,B737-800,Boeing,189,2006,Active,GlobalWings
AC00590,A321neo,Airbus,244,2015,Maintenance,PacificAero
AC00591,A350-900,Airbus,325,2009,Retired,PacificAero
AC00592,B787-9,Boeing,296,2015,Retired,SkyBridge
AC00593,B787-9,Boeing,296,2017,Retired,AtlanticJet
AC00594,A320neo,Airbus,186,2023,Active,PacificAero
AC00595,E190,Embraer,114,2022,Maintenance,AtlanticJet
AC00596,E190,Embraer,114,2014,Maintenance,AeroSky
AC00597,A320neo,Airbus,186,2015,Active,NovaAir
AC00598,E190,Embraer,114,2014,Active,PacificAero
AC00599,A350-900,Airbus,325,2013,Retired,PacificAero
AC00600,B787-9,Boeing,296,2006,Retired,NovaAir
AC00601,B787-9,Boeing,296,2021,Retired,NovaAir
AC00602,B787-9,Boeing,296,2012,Active,PacificAero
AC00603,A321neo,Airbus,244,2008,Active,AeroSky
AC00604,A350-900,Airbus,325,2015,Maintenance,GlobalWings
AC00605,A350-900,Airbus,325,2011,Maintenance,PacificAero
AC00606,E190,Embraer,114,2020,Active,AtlanticJet
AC00607,B787-9,Boeing,296,2021,Active,PacificAero
AC00608,A320neo,Airbus,186,2020,Retired,NovaAir
AC00609,A320neo,Airbus,186,2010,Maintenance,PacificAero
AC00610,A320neo,Airbus,186,2022,Active,AtlanticJet
AC00611,A321neo,Airbus,244,2025,Active,PacificAero
AC00612,A350-900,Airbus,325,2011,Active,SkyBridge
AC00613,E190,Embraer,114,2014,Active,SkyBridge
AC00614,A320neo,Airbus,186,2011,Maintenance,SkyBridge
AC00615,A350-900,Airbus,325,2016,Retired,AtlanticJet
AC00616,A320neo,Airbus,186,2014,Active,PacificAero
AC00617,A321neo,Airbus,244,2022,Maintenance,NovaAir
AC00618,A320neo,Airbus,186,2009,Active,AeroSky
AC00619,A320neo,Airbus,186,2007,Active,NovaAir
AC00620,A321neo,Airbus,244,2013,Maintenance,GlobalWings
AC00621,B787-9,Boeing,296,2022,Active,PacificAero
AC00622,A321neo,Airbus,244,2013,Active,AeroSky
AC00623,E190,Embraer,114,2023,Active,GlobalWings
AC00624,B737-800,Boeing,189,2021,Active,AtlanticJet
AC00625,B787-9,Boeing,296,2006,Active,NovaAir
AC00626,A320neo,Airbus,186,2020,Active,AtlanticJet
AC00627,B787-9,Boeing,296,2005,Retired,GlobalWings
AC00628,A350-900,Airbus,325,2025,Maintenance,NovaAir
AC00629,A321neo,Airbus,244,2011,Active,SkyBridge
AC00630,A320neo,Airbus,186,2025,Active,AeroSky
AC00631,A321neo,Airbus,244,2023,Active,PacificAero
AC00632,A321neo,Airbus,244,2006,Active,NovaAir
AC00633,B787-9,Boeing,296,2006,Maintenance,NovaAir
AC00634,B787-9,Boeing,296,2014,Active,AeroSky
AC00635,A320neo,Airbus,186,2023,Retired,AeroSky
AC00636,A320neo,Airbus,186,2014,Maintenance,AtlanticJet
AC00637,E190,Embraer,114,2021,Maintenance,GlobalWings
AC00638,E190,Embraer,114,2019,Active,GlobalWings
AC00639,B737-800,Boeing,189,2015,Active,AtlanticJet
AC00640,A350-900,Airbus,325,2025,Active,AtlanticJet
AC00641,B787-9,Boeing,296,2005,Active,SkyBridge
AC00642,E190,Embraer,114,2011,Active,PacificAero
AC00643,A321neo,Airbus,244,2017,Maintenance,PacificAero
AC00644,A320neo,Airbus,186,2007,Maintenance,AtlanticJet
AC00645,B737-800,Boeing,189,2010,Active,NovaAir
AC00646,A320neo,Airbus,186,2012,Active,SkyBridge
AC00647,A350-900,Airbus,325,2012,Maintenance,SkyBridge
AC00648,A320neo,Airbus,186,2014,Retired,AtlanticJet
AC00649,E190,Embraer,114,2005,Active,AtlanticJet
AC00650,A320neo,Airbus,186,2012,Active,AtlanticJet
AC00651,B737-800,Boeing,189,2019,Active,GlobalWings
AC00652,A350-900,Airbus,325,2021,Active,AtlanticJet
AC00653,B737-800,Boeing,189,2025,Active,SkyBridge
AC00654,E190,Embraer,114,2012,Active,GlobalWings
AC00655,A350-900,Airbus,325,2009,Maintenance,AtlanticJet
AC00656,E190,Embraer,114,2016,Maintenance,AtlanticJet
AC00657,E190,Embraer,114,2020,Retired,AtlanticJet
AC00658,B787-9,Boeing,296,2012,Retired,AeroSky
AC00659,E190,Embraer,114,2019,Retired,AtlanticJet
AC00660,A320neo,Airbus,186,2007,Retired,AeroSky
AC00661,B737-800,Boeing,189,2022,Retired,GlobalWings
AC00662,E190,Embraer,114,2022,Active,GlobalWings
AC00663,A320neo,Airbus,186,2021,Maintenance,AeroSky
AC00664,A321neo,Airbus,244,2011,Retired,NovaAir
AC00665,B737-800,Boeing,189,2021,Maintenance,AeroSky
AC00666,A350-900,Airbus,325,2009,Retired,NovaAir
AC00667,A350-900,Airbus,325,2023,Active,PacificAero
AC00668,A350-900,Airbus,325,2014,Active,NovaAir
AC00669,A320neo,Airbus,186,2005,Active,PacificAero
AC00670,B737-800,Boeing,189,2006,Maintenance,SkyBridge
AC00671,A321neo,Airbus,244,2007,Retired,AeroSky
AC00672,B737-800,Boeing,189,2020,Active,SkyBridge
AC00673,A350-900,Airbus,325,2010,Active,AtlanticJet
AC00674,A321neo,Airbus,244,2025,Maintenance,SkyBridge
AC00675,A350-900,Airbus,325,2019,Maintenance,NovaAir
AC00676,B737-800,Boeing,189,2022,Active,AtlanticJet
AC00677,A320neo,Airbus,186,2008,Active,PacificAero
AC00678,A350-900,Airbus,325,2021,Active,AtlanticJet
AC00679,B787-9,Boeing,296,2005,Active,SkyBridge
AC00680,A350-900,Airbus,325,2022,Maintenance,PacificAero
AC00681,A350-900,Airbus,325,2012,Active,NovaAir
AC00682,A320neo,Airbus,186,2009,Active,GlobalWings
AC00683,A321neo,Airbus,244,2008,Active,AtlanticJet
AC00684,A350-900,Airbus,325,2024,Active,GlobalWings
AC00685,B787-9,Boeing,296,2007,Active,PacificAero
AC00686,B737-800,Boeing,189,2019,Retired,AtlanticJet
AC00687,A321neo,Airbus,244,2006,Active,AtlanticJet
AC00688,B737-800,Boeing,189,2017,Maintenance,GlobalWings
AC00689,E190,Embraer,114,2011,Active,GlobalWings
AC00690,E190,Embraer,114,2014,Active,AtlanticJet
AC00691,E190,Embraer,114,2015,Retired,PacificAero
AC00692,A321neo,Airbus,244,2015,Active,SkyBridge
AC00693,B787-9,Boeing,296,2021,Active,NovaAir
AC00694,A320neo,Airbus,186,2013,Active,PacificAero
AC00695,E190,Embraer,114,2010,Maintenance,PacificAero
AC00696,A350-900,Airbus,325,2006,Active,AtlanticJet
AC00697,A321neo,Airbus,244,2017,Retired,SkyBridge
AC00698,A321neo,Airbus,244,2018,Maintenance,GlobalWings
AC00699,A320neo,Airbus,186,2017,Active,PacificAero
AC00700,A350-900,Airbus,325,2012,Active,SkyBridge
AC00701,A321neo,Airbus,244,2009,Maintenance,AeroSky
AC00702,E190,Embraer,114,2018,Maintenance,PacificAero
AC00703,E190,Embraer,114,2009,Maintenance,GlobalWings
AC00704,A320neo,Airbus,186,2011,Active,AtlanticJet
AC00705,B737-800,Boeing,189,2019,Active,AeroSky
AC00706,E190,Embraer,114,2011,Active,SkyBridge
AC00707,A350-900,Airbus,325,2024,Retired,AeroSky
AC00708,B737-800,Boeing,189,2011,Retired,AtlanticJet
AC00709,A321neo,Airbus,244,2022,Active,NovaAir
AC00710,B787-9,Boeing,296,2015,Active,AeroSky
AC00711,B787-9,Boeing,296,2011,Active,AtlanticJet
AC00712,A350-900,Airbus,325,2012,Retired,AtlanticJet
AC00713,B787-9,Boeing,296,2017,Active,PacificAero
AC00714,A320neo,Airbus,186,2014,Maintenance,NovaAir
AC00715,E190,Embraer,114,2025,Active,SkyBridge
AC00716,A320neo,Airbus,186,2016,Retired,NovaAir
AC00717,A350-900,Airbus,325,2008,Maintenance,SkyBridge
AC00718,B787-9,Boeing,296,2016,Active,NovaAir
AC00719,B737-800,Boeing,189,2023,Active,AtlanticJet
AC00720,B787-9,Boeing,296,2005,Active,PacificAero
AC00721,E190,Embraer,114,2023,Maintenance,SkyBridge
AC00722,B787-9,Boeing,296,2011,Active,GlobalWings
AC00723,A350-900,Airbus,325,2023,Active,NovaAir
AC00724,E190,Embraer,114,2025,Active,SkyBridge
AC00725,A350-900,Airbus,325,2025,Maintenance,NovaAir
AC00726,B787-9,Boeing,296,2016,Active,GlobalWings
AC00727,A321neo,Airbus,244,2022,Maintenance,GlobalWings
AC00728,E190,Embraer,114,2025,Active,PacificAero
AC00729,B737-800,Boeing,189,2007,Active,AeroSky
AC00730,A350-900,Airbus,325,2009,Active,AeroSky
AC00731,A321neo,Airbus,244,2009,Active,GlobalWings
AC00732,E190,Embraer,114,2019,Active,AeroSky
AC00733,E190,Embraer,114,2025,Retired,NovaAir
AC00734,A321neo,Airbus,244,2020,Active,AeroSky
AC00735,E190,Embraer,114,2022,Maintenance,AeroSky
AC00736,B737-800,Boeing,189,2021,Active,PacificAero
AC00737,A320neo,Airbus,186,2005,Retired,AtlanticJet
AC00738,A321neo,Airbus,244,2018,Active,AeroSky
AC00739,B737-800,Boeing,189,2021,Active,GlobalWings
AC00740,B787-9,Boeing,296,2024,Retired,SkyBridge
AC00741,A320neo,Airbus,186,2013,Maintenance,AeroSky
AC00742,A320neo,Airbus,186,2017,Maintenance,PacificAero
AC00743,B787-9,Boeing,296,2012,Active,AtlanticJet
AC00744,B737-800,Boeing,189,2025,Active,AeroSky
AC00745,A350-900,Airbus,325,2017,Maintenance,PacificAero
AC00746,A350-900,Airbus,325,2006,Active,AtlanticJet
AC00747,B787-9,Boeing,296,2007,Maintenance,NovaAir
AC00748,A321neo,Airbus,244,2015,Retired,AeroSky
AC00749,E190,Embraer,114,2006,Active,GlobalWings
AC00750,A321neo,Airbus,244,2023,Maintenance,SkyBridge
AC00751,B737-800,Boeing,189,2007,Active,PacificAero
AC00752,E190,Embraer,114,2006,Active,SkyBridge
AC00753,B737-800,Boeing,189,2011,Retired,GlobalWings
AC00754,A321neo,Airbus,244,2017,Active,SkyBridge
AC00755,B787-9,Boeing,296,2023,Active,PacificAero
AC00756,A350-900,Airbus,325,2022,Active,NovaAir
AC00757,A321neo,Airbus,244,2009,Active,PacificAero
AC00758,A321neo,Airbus,244,2016,Active,AeroSky
AC00759,A350-900,Airbus,325,2012,Active,SkyBridge
AC00760,E190,Embraer,114,2024,Retired,NovaAir
AC00761,A320neo,Airbus,186,2005,Active,NovaAir
AC00762,A350-900,Airbus,325,2012,Active,PacificAero
AC00763,A350-900,Airbus,325,2018,Active,AtlanticJet
AC00764,E190,Embraer,114,2017,Active,PacificAero
AC00765,A320neo,Airbus,186,2012,Active,AeroSky
AC00766,A320neo,Airbus,186,2009,Maintenance,AtlanticJet
AC00767,A321neo,Airbus,244,2009,Maintenance,SkyBridge
AC00768,A320neo,Airbus,186,2008,Active,AeroSky
AC00769,A320neo,Airbus,186,2019,Active,SkyBridge
AC00770,B737-800,Boeing,189,2009,Active,GlobalWings
AC00771,A350-900,Airbus,325,2019,Retired,PacificAero
AC00772,E190,Embraer,114,2018,Active,AeroSky
AC00773,B737-800,Boeing,189,2016,Retired,AeroSky
AC00774,E190,Embraer,114,2024,Active,NovaAir
AC00775,B737-800,Boeing,189,2014,Maintenance,NovaAir
AC00776,B737-800,Boeing,189,2022,Active,PacificAero
AC00777,E190,Embraer,114,2010,Maintenance,GlobalWings
AC00778,B787-9,Boeing,296,2013,Active,SkyBridge
AC00779,A350-900,Airbus,325,2009,Active,GlobalWings
AC00780,A350-900,Airbus,325,2013,Maintenance,SkyBridge
AC00781,A350-900,Airbus,325,2007,Active,SkyBridge
AC00782,B787-9,Boeing,296,2025,Maintenance,PacificAero
AC00783,E190,Embraer,114,2011,Maintenance,AeroSky
AC00784,B787-9,Boeing,296,2014,Active,NovaAir
AC00785,A320neo,Airbus,186,2024,Maintenance,SkyBridge
AC00786,A350-900,Airbus,325,2015,Maintenance,AtlanticJet
AC00787,E190,Embraer,114,2009,Active,SkyBridge
AC00788,E190,Embraer,114,2011,Maintenance,SkyBridge
AC00789,B787-9,Boeing,296,2017,Active,SkyBridge
AC00790,A321neo,Airbus,244,2025,Maintenance,PacificAero
AC00791,B787-9,Boeing,296,2015,Maintenance,SkyBridge
AC00792,A350-900,Airbus,325,2016,Active,PacificAero
AC00793,B787-9,Boeing,296,2023,Retired,GlobalWings
AC00794,A321neo,Airbus,244,2022,Active,AtlanticJet
AC00795,A350-900,Airbus,325,2011,Maintenance,SkyBridge
AC00796,A321neo,Airbus,244,2007,Maintenance,AtlanticJet
AC00797,A350-900,Airbus,325,2009,Active,GlobalWings
AC00798,A320neo,Airbus,186,2009,Maintenance,NovaAir
AC00799,B737-800,Boeing,189,2019,Retired,NovaAir
AC00800,E190,Embraer,114,2017,Retired,PacificAero
AC00801,A321neo,Airbus,244,2018,Retired,AeroSky
AC00802,A320neo,Airbus,186,2022,Retired,AtlanticJet
AC00803,B737-800,Boeing,189,2008,Active,AtlanticJet
AC00804,A321neo,Airbus,244,2016,Active,AtlanticJet
AC00805,E190,Embraer,114,2006,Retired,AtlanticJet
AC00806,A321neo,Airbus,244,2025,Maintenance,SkyBridge
AC00807,A350-900,Airbus,325,2008,Active,AeroSky
AC00808,A320neo,Airbus,186,2012,Retired,AtlanticJet
AC00809,E190,Embraer,114,2022,Retired,AtlanticJet
AC00810,E190,Embraer,114,2012,Maintenance,SkyBridge
AC00811,A350-900,Airbus,325,2019,Retired,AtlanticJet
AC00812,E190,Embraer,114,2009,Active,AeroSky
AC00813,A350-900,Airbus,325,2008,Active,NovaAir
AC00814,B737-800,Boeing,189,2008,Active,SkyBridge
AC00815,A320neo,Airbus,186,2015,Maintenance,GlobalWings
AC00816,E190,Embraer,114,2020,Active,NovaAir
AC00817,B737-800,Boeing,189,2019,Maintenance,SkyBridge
AC00818,B737-800,Boeing,189,2014,Active,AtlanticJet
AC00819,B737-800,Boeing,189,2005,Active,AtlanticJet
AC00820,B737-800,Boeing,189,2010,Active,PacificAero
AC00821,B787-9,Boeing,296,2022,Active,SkyBridge
AC00822,E190,Embraer,114,2018,Maintenance,GlobalWings
AC00823,A350-900,Airbus,325,2025,Active,GlobalWings
AC00824,A321neo,Airbus,244,2018,Maintenance,AeroSky
AC00825,A321neo,Airbus,244,2024,Active,NovaAir
AC00826,E190,Embraer,114,2018,Maintenance,AeroSky
AC00827,A321neo,Airbus,244,2011,Active,SkyBridge
AC00828,A321neo,Airbus,244,2007,Retired,AeroSky
AC00829,E190,Embraer,114,2010,Active,SkyBridge
AC00830,B787-9,Boeing,296,2019,Active,SkyBridge
AC00831,A321neo,Airbus,244,2020,Retired,AtlanticJet
AC00832,A320neo,Airbus,186,2024,Maintenance,PacificAero
AC00833,A350-900,Airbus,325,2023,Active,SkyBridge
AC00834,A320neo,Airbus,186,2019,Retired,GlobalWings
AC00835,A321neo,Airbus,244,2014,Retired,PacificAero
AC00836,B737-800,Boeing,189,2009,Active,AeroSky
AC00837,B787-9,Boeing,296,2014,Active,GlobalWings
AC00838,A320neo,Airbus,186,2009,Retired,NovaAir
AC00839,A350-900,Airbus,325,2024,Active,PacificAero
AC00840,A350-900,Airbus,325,2018,Active,NovaAir
AC00841,A321neo,Airbus,244,2022,Active,PacificAero
AC00842,B787-9,Boeing,296,2020,Active,GlobalWings
AC00843,B787-9,Boeing,296,2015,Maintenance,PacificAero
AC00844,B737-800,Boeing,189,2016,Active,NovaAir
AC00845,B787-9,Boeing,296,2011,Maintenance,PacificAero
AC00846,E190,Embraer,114,2025,Maintenance,NovaAir
AC00847,A321neo,Airbus,244,2020,Maintenance,AtlanticJet
AC00848,A350-900,Airbus,325,2020,Active,AeroSky
AC00849,E190,Embraer,114,2005,Active,SkyBridge
AC00850,B737-800,Boeing,189,2013,Active,PacificAero
AC00851,A320neo,Airbus,186,2010,Maintenance,PacificAero
AC00852,A321neo,Airbus,244,2020,Retired,PacificAero
AC00853,B737-800,Boeing,189,2023,Active,SkyBridge
AC00854,E190,Embraer,114,2016,Retired,AeroSky
AC00855,A321neo,Airbus,244,2019,Retired,GlobalWings
AC00856,A350-900,Airbus,325,2008,Active,SkyBridge
AC00857,B737-800,Boeing,189,2019,Active,SkyBridge
AC00858,B737-800,Boeing,189,2019,Active,GlobalWings
AC00859,B787-9,Boeing,296,2023,Active,AtlanticJet
AC00860,E190,Embraer,114,2025,Maintenance,GlobalWings
AC00861,E190,Embraer,114,2009,Active,GlobalWings
AC00862,B737-800,Boeing,189,2023,Active,PacificAero
AC00863,A320neo,Airbus,186,2024,Retired,GlobalWings
AC00864,A320neo,Airbus,186,2014,Active,PacificAero
AC00865,A320neo,Airbus,186,2021,Active,GlobalWings
AC00866,A350-900,Airbus,325,2006,Active,AtlanticJet
AC00867,B787-9,Boeing,296,2009,Active,GlobalWings
AC00868,A321neo,Airbus,244,2015,Active,AtlanticJet
AC00869,A350-900,Airbus,325,2020,Active,PacificAero
AC00870,A321neo,Airbus,244,2013,Maintenance,NovaAir
AC00871,A350-900,Airbus,325,2007,Active,NovaAir
AC00872,E190,Embraer,114,2013,Active,NovaAir
AC00873,A350-900,Airbus,325,2015,Retired,AeroSky
AC00874,A321neo,Airbus,244,2007,Maintenance,AtlanticJet
AC00875,A321neo,Airbus,244,2016,Active,PacificAero
AC00876,A350-900,Airbus,325,2011,Maintenance,GlobalWings
AC00877,A350-900,Airbus,325,2013,Active,SkyBridge
AC00878,A320neo,Airbus,186,2022,Retired,GlobalWings
AC00879,E190,Embraer,114,2020,Active,AtlanticJet
AC00880,B737-800,Boeing,189,2006,Active,AtlanticJet
AC00881,A350-900,Airbus,325,2005,Active,GlobalWings
AC00882,A350-900,Airbus,325,2019,Active,NovaAir
AC00883,B787-9,Boeing,296,2009,Active,GlobalWings
AC00884,A320neo,Airbus,186,2007,Active,SkyBridge
AC00885,B737-800,Boeing,189,2016,Active,AeroSky
AC00886,A350-900,Airbus,325,2025,Active,AtlanticJet
AC00887,A321neo,Airbus,244,2012,Maintenance,AtlanticJet
AC00888,B737-800,Boeing,189,2008,Active,GlobalWings
AC00889,A350-900,Airbus,325,2007,Active,PacificAero
AC00890,B787-9,Boeing,296,2021,Maintenance,AeroSky
AC00891,B737-800,Boeing,189,2015,Active,NovaAir
AC00892,A321neo,Airbus,244,2009,Maintenance,AeroSky
AC00893,B787-9,Boeing,296,2017,Active,AtlanticJet
AC00894,B737-800,Boeing,189,2008,Active,SkyBridge
AC00895,A320neo,Airbus,186,2009,Maintenance,GlobalWings
AC00896,A321neo,Airbus,244,2009,Active,PacificAero
AC00897,E190,Embraer,114,2005,Retired,AtlanticJet
AC00898,B787-9,Boeing,296,2019,Active,AtlanticJet
AC00899,B787-9,Boeing,296,2025,Active,NovaAir
AC00900,E190,Embraer,114,2019,Active,AeroSky
AC00901,B737-800,Boeing,189,2009,Active,PacificAero
AC00902,A321neo,Airbus,244,2017,Active,NovaAir
AC00903,A320neo,Airbus,186,2009,Active,SkyBridge
AC00904,A321neo,Airbus,244,2007,Active,PacificAero
AC00905,E190,Embraer,114,2024,Retired,SkyBridge
AC00906,A321neo,Airbus,244,2005,Active,GlobalWings
AC00907,E190,Embraer,114,2024,Retired,GlobalWings
AC00908,A321neo,Airbus,244,2017,Active,AtlanticJet
AC00909,B737-800,Boeing,189,2012,Maintenance,NovaAir
AC00910,B737-800,Boeing,189,2012,Maintenance,AtlanticJet
AC00911,E190,Embraer,114,2007,Retired,AeroSky
AC00912,A320neo,Airbus,186,2015,Active,NovaAir
AC00913,E190,Embraer,114,2018,Active,PacificAero
AC00914,A321neo,Airbus,244,2010,Maintenance,AeroSky
AC00915,B737-800,Boeing,189,2023,Active,AeroSky
AC00916,A320neo,Airbus,186,2011,Active,AeroSky
AC00917,A350-900,Airbus,325,2021,Active,AtlanticJet
AC00918,A321neo,Airbus,244,2021,Maintenance,NovaAir
AC00919,A321neo,Airbus,244,2017,Active,AtlanticJet
AC00920,E190,Embraer,114,2022,Retired,GlobalWings
AC00921,A320neo,Airbus,186,2007,Active,AeroSky
